,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition
2629,20,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,1,6,781.0,1,0.0,369.0,1150.0,GasA,2,Y,SBrkr,1150,0,0,1150,0.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1961.0,2,1.0,288.0,3,3,2,0,0,0,0,162,0,0,0,None,0,7,2006,WD ,Normal
2865,70,RL,70.0,12320,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,1932,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,637.0,637.0,GasA,4,Y,SBrkr,959,650,0,1609,0.0,0.0,1,1,3,1,3,8,7,2,4,2Types,1963.0,1,3.0,579.0,3,3,2,0,0,0,0,104,0,0,2,None,0,5,2006,WD ,Normal
635,20,RL,66.0,12400,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,2,2,CBlock,3,2,1,3,585.0,1,0.0,630.0,1215.0,GasA,2,Y,FuseA,1215,0,0,1215,0.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1958.0,1,1.0,297.0,3,3,2,0,0,0,0,234,0,0,0,None,0,6,2009,WD ,Normal
369,60,RL,85.0,11900,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,6,1977,1977,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,157.0,2,2,PConc,4,3,1,5,400.0,1,0.0,722.0,1122.0,GasA,4,Y,SBrkr,946,988,0,1934,1.0,0.0,2,1,3,1,2,6,7,1,3,Attchd,1977.0,1,2.0,567.0,3,3,1,0,176,0,0,200,0,0,0,None,0,7,2009,WD ,Normal
268,120,RM,70.0,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,3,2,PConc,4,3,3,6,672.0,1,0.0,176.0,848.0,GasA,4,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,3,4,7,0,0,Attchd,2003.0,3,2.0,420.0,3,3,2,140,0,0,0,0,0,0,0,None,0,4,2010,WD ,Normal
46,20,RL,110.0,14300,Pave,None,Reg,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,4,2,PConc,5,3,4,6,1373.0,1,0.0,1473.0,2846.0,GasA,4,Y,SBrkr,2696,0,0,2696,1.0,0.0,2,1,3,1,4,10,7,2,4,Attchd,2003.0,3,3.0,958.0,3,3,2,220,150,0,0,0,0,0,0,None,0,6,2010,WD ,Normal
991,60,RL,85.0,11075,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,2,3,2,5,500.0,2,276.0,176.0,952.0,GasA,2,Y,SBrkr,1092,1020,0,2112,0.0,0.0,2,1,4,1,2,9,7,2,4,Attchd,1969.0,1,2.0,576.0,3,3,2,280,0,0,0,0,0,0,0,None,0,6,2008,WD ,Normal
876,20,RL,75.0,9750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1630.0,1630.0,GasA,4,Y,SBrkr,1630,0,0,1630,0.0,0.0,2,0,3,1,3,6,7,1,3,Attchd,2000.0,1,2.0,451.0,3,3,2,74,234,0,0,0,0,0,0,None,0,10,2009,WD ,Normal
773,85,RL,72.0,8014,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23.0,2,2,CBlock,4,3,4,6,456.0,1,0.0,0.0,456.0,GasA,2,Y,SBrkr,1034,0,0,1034,0.0,1.0,1,0,3,1,2,5,7,1,2,Basment,1978.0,3,2.0,504.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2009,WD ,Normal
1219,20,RL,51.0,6627,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,Floor,2,N,SBrkr,720,0,0,720,0.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1955.0,1,1.0,287.0,3,2,2,0,0,0,0,0,0,0,0,None,0,7,2008,WD ,Normal
1126,60,FV,85.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,3,2,PConc,5,3,1,6,789.0,1,0.0,245.0,1034.0,GasA,4,Y,SBrkr,1050,1028,0,2078,1.0,0.0,2,1,3,1,4,8,7,1,4,Attchd,2008.0,3,3.0,836.0,3,3,2,0,102,0,0,0,0,0,0,None,0,4,2008,New,Partial
4,60,RL,74.0,13830,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,791.0,1,0.0,137.0,928.0,GasA,3,Y,SBrkr,928,701,0,1629,0.0,0.0,2,1,3,1,2,6,7,1,3,Attchd,1997.0,3,2.0,482.0,3,3,2,212,34,0,0,0,0,0,3,None,0,3,2010,WD ,Normal
1595,160,RM,41.0,2665,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,2,PConc,4,3,1,5,318.0,1,0.0,232.0,550.0,GasA,2,Y,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,2,6,7,1,3,Attchd,1976.0,1,1.0,336.0,3,3,2,92,26,0,0,0,0,0,0,None,0,5,2008,WD ,Normal
2311,60,RL,64.0,13006,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,HdBoard,BrkFace,285.0,2,2,PConc,4,3,1,1,0.0,1,0.0,964.0,964.0,GasA,3,Y,SBrkr,993,1243,0,2236,0.0,0.0,2,1,4,1,3,8,7,1,3,BuiltIn,1997.0,3,2.0,642.0,3,3,2,0,0,0,0,0,0,0,0,None,0,11,2006,WD ,Normal
2491,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,Plywood,Plywood,BrkFace,90.0,2,2,CBlock,3,3,1,4,162.0,3,270.0,450.0,882.0,GasA,2,Y,SBrkr,909,0,0,909,0.0,0.0,1,0,3,1,2,5,7,0,0,Attchd,1968.0,1,1.0,294.0,3,3,2,0,155,0,0,0,0,0,3,None,0,11,2006,COD,Normal
1077,160,RL,36.0,2448,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,3,2,PConc,4,3,1,1,0.0,1,0.0,764.0,764.0,GasA,4,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,3,6,7,0,0,BuiltIn,2003.0,2,2.0,474.0,3,3,2,0,27,0,0,0,0,0,0,None,0,10,2008,WD ,Normal
837,60,RL,65.0,15426,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,6,821.0,1,0.0,107.0,928.0,GasA,4,Y,SBrkr,928,836,0,1764,1.0,0.0,2,1,3,1,3,7,7,0,0,Attchd,1997.0,2,2.0,470.0,3,3,2,276,99,0,0,0,0,0,3,None,0,8,2009,WD ,Normal
681,20,RL,70.0,7560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,2,2,CBlock,3,3,1,2,504.0,1,0.0,525.0,1029.0,GasA,2,Y,SBrkr,1339,0,0,1339,0.0,0.0,1,0,3,1,2,6,6,0,0,Attchd,1958.0,1,1.0,294.0,3,3,2,0,0,0,0,0,0,0,3,None,0,5,2009,COD,Abnorml
1715,120,RL,61.0,7577,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,3,2,PConc,4,3,3,5,20.0,1,0.0,1342.0,1362.0,GasA,4,Y,SBrkr,1362,0,0,1362,0.0,0.0,2,0,2,1,3,6,7,1,4,Attchd,2005.0,2,2.0,460.0,3,3,2,192,28,0,0,0,0,0,0,None,0,6,2007,WD ,Normal
2352,85,RL,80.0,9927,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,5,1976,1976,Gable,CompShg,VinylSd,Wd Shng,Stone,252.0,3,2,CBlock,5,3,4,6,1005.0,1,0.0,42.0,1047.0,GasA,2,Y,SBrkr,1083,0,0,1083,1.0,0.0,1,0,2,1,2,5,7,1,2,Attchd,1976.0,2,2.0,596.0,3,3,2,444,0,40,0,0,0,0,0,None,0,7,2006,WD ,Normal
2361,20,RL,73.0,8125,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,4,614.0,1,0.0,244.0,858.0,GasA,2,Y,SBrkr,858,0,0,858,0.0,0.0,1,0,3,1,2,5,7,0,0,None,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,None,0,6,2006,WD ,Normal
2197,45,RL,55.0,10594,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,768.0,768.0,Grav,1,N,SBrkr,789,0,0,789,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1926.0,1,1.0,200.0,1,1,2,0,0,112,0,0,0,0,3,None,0,6,2007,WD ,Normal
1148,120,RL,55.0,7892,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1993,1993,Gable,CompShg,Plywood,Plywood,None,0.0,3,2,PConc,4,3,1,6,300.0,1,0.0,899.0,1199.0,GasA,4,Y,SBrkr,1199,0,0,1199,0.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,1993.0,2,2.0,530.0,3,3,2,0,63,0,0,0,0,0,0,None,0,3,2008,WD ,Normal
574,20,RL,80.0,14694,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,9,1977,2008,Gable,CompShg,MetalSd,MetalSd,BrkFace,450.0,4,4,CBlock,4,4,4,6,1252.0,5,136.0,306.0,1694.0,GasA,4,Y,SBrkr,1694,0,0,1694,1.0,0.0,2,0,2,1,4,5,7,1,4,Attchd,1977.0,3,2.0,642.0,3,3,2,501,120,0,225,0,0,0,0,None,0,6,2009,WD ,Normal
50,160,RL,36.0,2628,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,3,2,PConc,4,3,1,1,0.0,1,0.0,764.0,764.0,GasA,4,Y,SBrkr,764,862,0,1626,0.0,0.0,2,1,2,1,3,6,7,0,0,BuiltIn,2003.0,2,2.0,474.0,3,3,2,0,27,0,0,0,0,0,0,None,0,6,2010,WD ,Normal
853,20,RL,70.0,16269,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,2,2,BrkTil,4,3,3,6,625.0,1,0.0,282.0,907.0,GasA,2,Y,SBrkr,907,0,0,907,0.0,0.0,1,0,3,1,2,5,7,0,0,Attchd,1978.0,1,1.0,343.0,3,3,2,72,0,0,0,0,0,0,3,None,0,7,2009,WD ,Normal
1982,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,5,331.0,1,0.0,318.0,649.0,GasA,4,Y,SBrkr,679,504,0,1183,0.0,0.0,1,1,2,1,2,6,7,0,0,Detchd,1981.0,1,1.0,308.0,3,3,2,0,176,0,0,0,0,0,0,None,0,6,2007,WD ,Normal
1823,20,RL,40.0,13673,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,3,3,1,1,0.0,1,0.0,1140.0,1140.0,GasA,2,Y,SBrkr,1696,0,0,1696,0.0,0.0,1,1,3,1,2,8,5,1,3,Attchd,1962.0,2,1.0,349.0,3,3,2,0,30,0,0,0,0,0,0,None,0,3,2007,WD ,Normal
833,60,RL,80.5,16698,Pave,None,IR1,HLS,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,800.0,1,0.0,649.0,1449.0,GasA,3,Y,SBrkr,944,815,0,1759,1.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,1992.0,1,2.0,525.0,3,3,2,150,193,0,0,0,0,0,0,None,0,6,2009,WD ,Normal
1115,20,RL,78.0,10206,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,2,2,PConc,4,3,1,6,33.0,1,0.0,1530.0,1563.0,GasA,4,Y,SBrkr,1563,0,0,1563,0.0,0.0,2,0,3,1,3,6,7,1,4,Attchd,2007.0,2,3.0,758.0,3,3,2,144,99,0,0,0,0,0,0,None,0,10,2008,WD ,Normal
1166,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,Stone,216.0,2,2,PConc,4,3,1,6,550.0,1,0.0,194.0,744.0,GasA,3,Y,SBrkr,757,792,0,1549,1.0,0.0,2,1,3,1,2,6,7,0,0,Detchd,1999.0,1,2.0,440.0,3,3,2,0,32,0,0,0,0,0,0,None,0,4,2008,WD ,Normal
2518,120,RL,40.0,3760,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Greens,Norm,Norm,Twnhs,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,4,3,4,6,1009.0,2,182.0,44.0,1235.0,GasA,3,Y,SBrkr,1235,0,0,1235,1.0,0.0,1,0,1,1,2,4,7,3,3,Attchd,1980.0,3,2.0,484.0,3,3,2,133,78,0,0,0,0,0,0,None,0,5,2006,WD ,Normal
1906,20,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,2,3,CBlock,3,3,1,4,368.0,1,0.0,710.0,1078.0,GasA,4,Y,SBrkr,1150,0,0,1150,1.0,0.0,1,0,2,1,2,6,7,0,0,Attchd,1955.0,3,1.0,288.0,3,3,2,0,0,0,0,175,0,0,3,None,0,10,2007,WD ,Normal
971,120,RM,32.0,4500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,2,2,PConc,5,3,1,6,866.0,1,0.0,338.0,1204.0,GasA,4,Y,SBrkr,1204,0,0,1204,1.0,0.0,2,0,2,1,2,5,7,0,0,Attchd,1998.0,3,2.0,412.0,3,3,2,0,247,0,0,0,0,0,0,None,0,6,2009,WD ,Normal
399,20,RL,70.0,8120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,5,191.0,1,0.0,673.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1994.0,1,2.0,463.0,3,3,2,0,0,0,0,0,0,0,0,None,0,7,2009,WD ,Normal
2559,20,RL,89.0,10858,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1952,1952,Gable,CompShg,Wd Sdng,Plywood,Stone,150.0,2,3,CBlock,3,3,2,2,40.0,1,0.0,1404.0,1444.0,GasA,4,Y,SBrkr,1624,0,0,1624,1.0,0.0,1,0,2,1,2,6,6,1,4,Attchd,1952.0,2,1.0,240.0,3,3,2,0,40,324,0,0,0,0,3,None,0,7,2006,WD ,Partial
2368,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,2,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,3,1,2,7,7,0,0,None,0.0,0,0.0,0.0,0,0,0,201,0,0,0,0,0,0,0,None,0,4,2006,WD ,Abnorml
19,20,RL,85.0,13175,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1978,1988,Gable,CompShg,Plywood,Plywood,Stone,119.0,2,2,CBlock,4,3,1,5,790.0,3,163.0,589.0,1542.0,GasA,2,Y,SBrkr,2073,0,0,2073,1.0,0.0,2,0,3,1,2,7,6,2,3,Attchd,1978.0,1,2.0,500.0,3,3,2,349,0,0,0,0,0,0,3,None,0,2,2010,WD ,Normal
684,20,RL,70.0,7931,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,2,2,CBlock,3,3,1,4,1148.0,1,0.0,0.0,1148.0,GasA,2,Y,SBrkr,1148,0,0,1148,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1959.0,1,1.0,672.0,3,3,2,0,0,0,0,0,0,0,4,None,0,7,2009,WD ,Normal
35,160,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,2,CBlock,4,3,1,5,311.0,1,0.0,544.0,855.0,GasA,1,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,2,7,7,1,3,Attchd,1978.0,1,2.0,440.0,3,3,2,26,0,0,0,0,0,0,0,None,0,7,2010,WD ,Normal
2765,80,RL,80.5,21453,Pave,None,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,4,5,938.0,1,0.0,0.0,938.0,GasA,4,Y,SBrkr,988,0,0,988,1.0,0.0,1,0,1,1,2,4,7,2,3,Attchd,1969.0,1,2.0,540.0,3,3,2,0,130,0,130,0,0,0,0,None,0,10,2006,WD ,Normal
524,60,FV,84.0,10603,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,121.0,3,2,PConc,5,4,1,6,682.0,1,0.0,218.0,900.0,GasA,4,Y,SBrkr,909,886,0,1795,1.0,0.0,2,1,3,1,3,8,7,1,4,Attchd,2006.0,3,3.0,782.0,3,3,2,168,45,0,0,0,0,0,0,None,0,7,2009,WD ,Normal
2455,20,RL,49.0,15218,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,4,1,6,1562.0,1,0.0,108.0,1670.0,GasA,4,Y,SBrkr,1670,0,0,1670,1.0,0.0,2,1,2,1,3,6,7,1,4,Attchd,2006.0,2,3.0,928.0,3,3,2,0,240,200,0,0,0,0,0,None,0,9,2006,New,Partial
920,70,RL,70.0,7500,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,4,547.0,1,0.0,224.0,771.0,GasA,1,Y,SBrkr,753,741,0,1494,0.0,0.0,1,0,3,1,3,7,7,2,4,Attchd,1942.0,1,1.0,213.0,3,3,1,0,0,0,0,224,0,0,0,None,0,11,2009,WD ,Normal
1841,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,625.0,625.0,GasA,4,Y,SBrkr,625,625,0,1250,0.0,0.0,2,1,2,1,3,5,7,0,0,Detchd,2006.0,2,2.0,528.0,3,3,2,0,54,0,0,0,0,0,0,None,0,6,2007,New,Partial
1890,20,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1966,1966,Hip,CompShg,HdBoard,Plywood,BrkFace,202.0,2,2,CBlock,3,3,1,4,654.0,1,0.0,520.0,1174.0,GasA,4,Y,SBrkr,1200,0,0,1200,0.0,1.0,2,0,3,1,2,6,7,1,3,Attchd,1966.0,2,2.0,440.0,3,3,2,0,0,0,0,0,0,0,3,None,0,10,2007,CWD,Normal
537,20,RL,76.0,10141,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,3,2,PConc,4,3,4,4,516.0,3,774.0,222.0,1512.0,GasA,4,Y,SBrkr,1512,0,0,1512,0.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,2004.0,2,3.0,845.0,3,3,2,210,36,0,0,0,0,0,0,None,0,1,2009,WD ,Normal
1705,60,RL,86.0,10562,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,3,2,PConc,5,3,1,6,1288.0,1,0.0,294.0,1582.0,GasA,4,Y,SBrkr,1610,551,0,2161,1.0,0.0,1,1,3,1,4,8,7,1,4,Attchd,2007.0,3,3.0,789.0,3,3,2,178,120,0,0,0,0,0,0,None,0,11,2007,New,Partial
2864,70,RL,80.0,16560,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,3,1,3,503.0,1,0.0,449.0,952.0,GasA,2,Y,SBrkr,1170,1175,0,2345,0.0,0.0,2,1,4,1,2,9,7,1,4,Detchd,1932.0,1,2.0,360.0,3,3,2,0,0,0,0,0,0,0,0,None,0,7,2006,WD ,Normal
245,20,RL,83.0,11980,Pave,None,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,5,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,3,2,CBlock,4,3,4,6,1433.0,1,0.0,0.0,1433.0,GasA,4,Y,SBrkr,1433,0,0,1433,1.0,0.0,1,1,1,1,3,4,7,2,3,Attchd,1987.0,2,2.0,528.0,4,4,2,0,278,0,0,266,0,0,3,None,0,6,2010,WD ,Normal
784,30,RL,65.0,12342,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,4,262.0,1,0.0,599.0,861.0,GasA,4,Y,SBrkr,861,0,0,861,0.0,0.0,1,0,1,1,2,4,7,0,0,Detchd,1961.0,1,2.0,539.0,3,3,2,158,0,0,0,0,0,0,0,None,0,3,2009,WD ,Normal
1409,70,RL,120.0,13728,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,2,2,CBlock,3,3,1,3,626.0,1,0.0,501.0,1127.0,GasA,4,Y,SBrkr,1236,872,0,2108,0.0,0.0,2,0,4,1,3,7,7,2,3,Basment,1935.0,1,2.0,540.0,3,3,2,0,0,0,0,90,0,0,0,None,0,7,2008,WD ,Normal
2537,20,RL,73.0,9759,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,1,4,799.0,1,0.0,252.0,1051.0,GasA,2,Y,SBrkr,1051,0,0,1051,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1966.0,2,1.0,264.0,3,3,2,182,88,0,0,0,0,0,0,None,0,3,2006,WD ,Normal
